"","Peak.Brightness.Date.Time..UT.","Latitude..deg..","Longitude..deg..","Altitude..km.","Velocity..km.s.","Calculated.Total.Impact.Energy..kt.","Altitud.sin","Velocidad.sin","Altitud.Clase"
"258","2010-02-26 22:46:13","37.3S","166.0W",NA,NA,0.65,20,14.6,"Estratosfera"
"259","2010-02-24 19:55:58","2.6S","102.2W",NA,NA,0.28,38,15.9,"Estratosfera"
"260","2010-01-15 19:17:54","8.3S","27.0E",25,14,1.2,25,14,"Estratosfera"
"261","2009-12-31 16:24:23","","",NA,NA,0.26,20,11.4,"Estratosfera"
"262","2009-12-31 12:50:25","37.9N","178.3W",20.7,NA,0.31,20.7,16.7,"Estratosfera"
"263","2009-11-25 01:36:20","52.8S","136.5E",NA,NA,0.2,33.3,14.7,"Estratosfera"
"264","2009-11-21 20:53:00","22.0S","29.2E",38,32.1,18,38,32.1,"Estratosfera"
"265","2009-11-18 17:36:07","","",NA,NA,0.26,64.5,11.4,"Mesosfera"
"266","2009-11-18 07:07:19","40.4N","113.2W",31.5,NA,1.8,31.5,11.4,"Estratosfera"
"267","2009-11-14 19:58:55","","",NA,NA,0.082,20,15.9,"Estratosfera"
"268","2009-11-07 11:31:59","45.5N","157.7W",NA,NA,0.079,64.5,11.4,"Mesosfera"
"269","2009-11-07 10:41:38","24.0N","64.1E",37,NA,0.14,37,15.9,"Estratosfera"
"270","2009-10-11 12:49:51","78.3S","70.2E",27.8,NA,0.22,27.8,16.7,"Estratosfera"
"271","2009-10-08 02:57:00","4.2S","120.6E",19.1,19.2,33,19.1,19.2,"Estratosfera"
"272","2009-09-27 22:22:48","36.0S","67.6W",37,NA,0.27,37,15.9,"Estratosfera"
"273","2009-09-18 20:13:56","7.7N","29.5W",NA,NA,0.42,64.5,15.9,"Mesosfera"
"274","2009-09-04 02:23:18","42.5N","110.0E",28.3,24,2.3,28.3,24,"Estratosfera"
"275","2009-08-23 21:17:19","67.7S","18.3E",34,12.2,0.75,34,12.2,"Estratosfera"
"276","2009-07-31 02:13:19","8.9N","121.9W",NA,NA,0.089,38,14.6,"Estratosfera"
"277","2009-07-16 06:39:05","24.4S","59.8W",32.2,NA,1.8,32.2,16.7,"Estratosfera"
"278","2009-07-03 04:02:00","","",NA,NA,0.095,64.5,15.9,"Mesosfera"
"279","2009-06-27 13:08:05","26.6S","12.6W",26.1,15.2,0.11,26.1,15.2,"Estratosfera"
"280","2009-06-20 11:04:41","","",NA,NA,0.095,64.5,11.4,"Mesosfera"
"281","2009-06-18 04:39:00","23.7S","16.0W",57.4,NA,0.11,57.4,16.7,"Mesosfera"
"282","2009-06-09 22:42:28","54.9N","152.7W",34.2,NA,0.76,34.2,16.7,"Estratosfera"
"283","2009-05-31 06:05:47","19.7N","121.0W",NA,NA,0.42,20,11.4,"Estratosfera"
"284","2009-05-13 20:20:16","","",NA,NA,0.23,33.3,14.7,"Estratosfera"
"285","2009-05-04 11:39:03","36.4N","160.4W",40.7,NA,0.41,40.7,14.6,"Estratosfera"
"286","2009-04-20 04:01:39","6.0N","84.3E",NA,NA,0.079,38,14.7,"Estratosfera"
"287","2009-04-10 18:42:45","44.7S","25.7E",32.4,19.1,0.73,32.4,19.1,"Estratosfera"
"288","2009-03-04 00:38:05","","",NA,NA,0.48,64.5,11.4,"Mesosfera"
"289","2009-02-20 12:15:57","64.9S","70.0W",NA,NA,0.16,20,14.6,"Estratosfera"
"290","2009-02-07 19:51:32","56.6N","69.8E",40,15.4,3.5,40,15.4,"Estratosfera"
"291","2009-01-12 22:24:56","47.8N","44.3W",NA,NA,0.16,38,15.9,"Estratosfera"
"292","2009-01-10 07:42:39","64.0S","122.8E",26.5,NA,0.082,26.5,16.7,"Estratosfera"
"293","2008-12-24 15:51:58","68.9S","102.0W",21.1,24.1,0.12,21.1,24.1,"Estratosfera"
"294","2008-12-12 11:36:36","7.0S","9.7W",50,NA,0.6,50,14.6,"Estratosfera"
"295","2008-12-09 06:08:16","","",NA,NA,0.12,42.5,14.7,"Estratosfera"
"296","2008-11-24 22:01:19","57.9S","146.1E",34.8,23.7,0.42,34.8,23.7,"Estratosfera"
"297","2008-11-21 00:26:44","53.1N","109.9W",28.2,12.9,0.41,28.2,12.9,"Estratosfera"
"298","2008-11-18 09:41:51","29.4S","75.9E",35.2,22.4,0.089,35.2,22.4,"Estratosfera"
"299","2008-11-09 02:38:34","14.5N","112.7E",29.6,NA,0.61,29.6,11.4,"Estratosfera"
"300","2008-10-21 02:20:25","32.8N","165.6W",29.6,11.3,0.15,29.6,11.3,"Estratosfera"
"301","2008-10-10 09:34:18","57.3S","17.0E",21.4,NA,0.51,21.4,14.6,"Estratosfera"
"302","2008-10-07 02:45:45","20.9N","31.4E",38.9,13.3,1,38.9,13.3,"Estratosfera"
"303","2008-09-09 09:49:41","","",NA,NA,0.19,64.5,14.7,"Mesosfera"
"304","2008-08-16 14:40:24","11.3N","97.2E",NA,NA,0.38,33.3,11.4,"Estratosfera"
"305","2008-08-12 11:44:10","11.6S","175.0W",NA,NA,0.073,20,14.6,"Estratosfera"
"306","2008-08-07 06:07:10","18.5N","180.0E",45.4,13.8,0.14,45.4,13.8,"Estratosfera"
"307","2008-07-23 14:45:25","38.6N","68.0E",31.5,14.5,0.36,31.5,14.5,"Estratosfera"
"308","2008-07-22 19:34:00","17.8S","89.2W",54.4,NA,0.2,54.4,11.4,"Mesosfera"
"309","2008-07-11 14:35:28","","",NA,NA,0.17,33.3,14.7,"Estratosfera"
"310","2008-07-08 15:55:30","72.8N","147.3E",52.2,21.7,0.21,52.2,21.7,"Mesosfera"
"311","2008-07-01 17:40:19","37.1N","115.7W",36.1,9.8,0.12,36.1,9.8,"Estratosfera"
"312","2008-06-27 02:01:23","26.9S","17.7W",33.7,23.1,0.49,33.7,23.1,"Estratosfera"
"313","2008-06-18 13:45:36","6.1N","103.1E",NA,NA,0.076,33.3,14.7,"Estratosfera"
"314","2008-05-29 21:23:56","15.7N","83.5W",NA,NA,0.076,64.5,11.4,"Mesosfera"
"315","2008-05-24 10:18:10","0.8N","162.0E",37,14.2,0.43,37,14.2,"Estratosfera"
"316","2008-05-22 20:50:28","46.9N","134.5E",NA,NA,0.076,64.5,14.6,"Mesosfera"
"317","2008-05-06 01:08:56","","",NA,NA,0.18,42.5,16.7,"Estratosfera"
"318","2008-04-30 01:18:38","33.6S","35.1W",NA,NA,0.073,38,14.7,"Estratosfera"
"319","2008-04-06 16:03:34","","",NA,NA,0.24,64.5,16.7,"Mesosfera"
"320","2008-03-15 11:29:55","28.0N","41.5W",26.7,12.9,0.16,26.7,12.9,"Estratosfera"
"321","2008-02-24 19:33:14","","",NA,NA,0.23,20,16.7,"Estratosfera"
"322","2008-02-19 13:30:30","48.9N","119.8W",NA,NA,0.073,64.5,15.9,"Mesosfera"
"323","2008-02-18 08:51:12","","",NA,NA,0.16,38,14.6,"Estratosfera"
"324","2008-02-17 12:19:16","74.9N","73.4W",40.4,13.9,0.33,40.4,13.9,"Estratosfera"
"325","2008-02-16 08:38:39","","",NA,NA,0.22,33.3,15.9,"Estratosfera"
"326","2008-01-18 01:17:39","","",NA,NA,0.15,20,16.7,"Estratosfera"
"327","2008-01-09 03:53:15","66.8S","67.3W",31.5,11.6,0.14,31.5,11.6,"Estratosfera"
"328","2007-12-26 06:46:20","61.6S","158.9W",NA,NA,0.4,64.5,16.7,"Mesosfera"
"329","2007-12-20 17:00:48","51.3N","115.4E",NA,NA,0.36,20,11.4,"Estratosfera"
"330","2007-10-25 19:35:38","40.9S","91.3E",46.3,NA,0.19,46.3,14.6,"Estratosfera"
"331","2007-10-12 09:14:03","88.5N","116.6E",37,18.4,0.11,37,18.4,"Estratosfera"
"332","2007-10-07 13:31:01","35.2S","125.6E",NA,NA,0.19,33.3,16.7,"Estratosfera"
"333","2007-09-22 17:57:12","49.2S","85.5W",30.2,16.9,0.65,30.2,16.9,"Estratosfera"
"334","2007-06-11 09:47:05","23.4S","170.9W",35.2,17,0.16,35.2,17,"Estratosfera"
"335","2007-06-08 13:32:00","52.0S","175.3E",38.9,NA,0.65,38.9,15.9,"Estratosfera"
"336","2007-06-07 21:28:12","21.9N","53.1E",29.6,NA,0.11,29.6,11.4,"Estratosfera"
"337","2007-05-16 16:20:58","4.5S","111.7E",NA,NA,0.13,33.3,11.4,"Estratosfera"
"338","2007-05-16 04:45:52","42.4S","164.0E",31.5,NA,1,31.5,14.6,"Estratosfera"
"339","2007-05-04 17:52:39","22.9N","109.4E",48,NA,0.5,48,14.6,"Estratosfera"
"340","2007-04-18 12:44:23","83.7S","171.2W",38,24.4,0.33,38,24.4,"Estratosfera"
"341","2007-04-16 14:56:51","","",NA,NA,0.086,64.5,11.4,"Mesosfera"
"342","2007-03-17 06:48:35","7.1N","4.1E",32.5,14.5,0.13,32.5,14.5,"Estratosfera"
"343","2007-03-15 02:20:15","44.1S","148.4W",NA,NA,0.089,42.5,15.9,"Estratosfera"
"344","2007-03-07 15:16:49","","",NA,NA,0.095,20,14.7,"Estratosfera"
"345","2007-02-02 12:48:41","24.0N","37.2W",35.5,NA,0.89,35.5,15.9,"Estratosfera"
"346","2007-01-26 22:22:21","3.7N","99.7E",NA,NA,0.43,64.5,15.9,"Mesosfera"
"347","2007-01-22 07:24:56","45.4N","53.5E",32,13.4,0.24,32,13.4,"Estratosfera"
"348","2007-01-18 13:51:10","5.3N","164.3W",34.1,NA,0.11,34.1,14.7,"Estratosfera"
"349","2007-01-17 09:50:46","8.7S","50.8E",33.3,NA,1.4,33.3,11.4,"Estratosfera"
"350","2007-01-01 11:43:29","44.4N","116.5E",53,NA,0.12,53,11.4,"Mesosfera"
"351","2006-12-09 06:31:12","26.2N","26.0E",26.5,15.9,14,26.5,15.9,"Estratosfera"
"352","2006-12-07 11:42:00","14.0N","140.0W",NA,NA,0.076,38,16.7,"Estratosfera"
"353","2006-12-01 06:09:25","13.0S","30.7E",NA,NA,0.2,38,14.7,"Estratosfera"
"354","2006-11-13 15:16:34","44.0S","43.3E",NA,NA,0.082,64.5,14.6,"Mesosfera"
"355","2006-10-24 08:42:52","1.9S","2.7W",43,NA,0.62,43,15.9,"Estratosfera"
"356","2006-10-14 18:10:49","49.4N","175.0W",44.4,23.9,0.7,44.4,23.9,"Estratosfera"
"357","2006-10-09 04:45:30","47.0S","78.9E",22.2,NA,0.14,22.2,14.7,"Estratosfera"
"358","2006-10-07 12:18:53","23.0S","61.8W",40.7,NA,0.14,40.7,14.6,"Estratosfera"
"359","2006-10-02 19:10:27","14.0N","53.1E",42,NA,0.28,42,14.6,"Estratosfera"
"360","2006-09-27 08:33:43","32.0S","60.2E",48.1,NA,0.32,48.1,16.7,"Estratosfera"
"361","2006-09-23 18:52:58","29.0S","108.0W",NA,NA,0.36,42.5,15.9,"Estratosfera"
"362","2006-09-02 17:57:58","","",NA,NA,0.079,20,11.4,"Estratosfera"
"363","2006-09-02 04:26:15","14.0S","109.1E",44.1,14.2,2.8,44.1,14.2,"Estratosfera"
"364","2006-08-29 01:38:36","44.0S","162.0W",40.7,NA,0.28,40.7,16.7,"Estratosfera"
"365","2006-08-18 00:03:18","43.0S","33.4E",47.2,NA,0.11,47.2,14.6,"Estratosfera"
"366","2006-08-17 10:43:34","11.0S","165.7E",48.2,NA,0.7,48.2,14.6,"Estratosfera"
"367","2006-08-15 10:52:24","4.9N","49.6E",32.7,NA,0.16,32.7,11.4,"Estratosfera"
"368","2006-08-09 04:30:44","23.1S","53.7E",37,NA,2.4,37,14.7,"Estratosfera"
"369","2006-07-15 23:55:45","78.3S","5.0W",29.6,12.4,0.26,29.6,12.4,"Estratosfera"
"370","2006-07-15 15:22:49","31.1N","45.6E",38.9,30.2,0.47,38.9,30.2,"Estratosfera"
"371","2006-06-07 00:06:28","69.2N","22.5E",40.7,19.6,0.19,40.7,19.6,"Estratosfera"
"372","2006-05-28 01:32:24","","",NA,NA,0.092,20,15.9,"Estratosfera"
"373","2006-05-21 07:51:11","11.6S","25.5W",NA,NA,0.71,64.5,14.6,"Mesosfera"
"374","2006-05-07 17:45:14","","",NA,NA,0.1,38,15.9,"Estratosfera"
"375","2006-05-06 15:39:06","60.2S","152.3W",35.2,NA,0.38,35.2,14.6,"Estratosfera"
"376","2006-04-25 18:46:53","","",NA,NA,0.073,42.5,15.9,"Estratosfera"
"377","2006-04-08 13:16:23","17.3N","113.2W",33.3,NA,0.37,33.3,14.6,"Estratosfera"
"378","2006-04-04 11:30:08","26.6N","26.6W",25,NA,5,25,11.4,"Estratosfera"
"379","2006-03-14 03:21:06","7.0N","64.6W",35.2,NA,0.42,35.2,14.7,"Estratosfera"
"380","2006-02-26 07:30:06","","",NA,NA,0.22,64.5,11.4,"Mesosfera"
"381","2006-02-06 01:57:37","54.5S","18.1E",35.2,NA,2.7,35.2,16.7,"Estratosfera"
"382","2006-02-04 08:38:05","36.9N","143.6W",38.9,19.8,0.3,38.9,19.8,"Estratosfera"
"383","2006-01-28 03:33:48","51.7S","56.4E",37,18.7,1.8,37,18.7,"Estratosfera"
"384","2006-01-27 01:27:42","58.7N","74.7E",20,NA,0.15,20,16.7,"Estratosfera"
"385","2006-01-26 00:00:53","79.8S","111.0W",37,NA,0.17,37,14.7,"Estratosfera"
"386","2006-01-10 23:25:28","29.8N","12.7W",32.4,16.9,0.098,32.4,16.9,"Estratosfera"
"387","2006-01-08 05:20:19","7.6N","28.2W",NA,NA,0.29,64.5,11.4,"Mesosfera"
"388","2005-12-29 10:05:35","3.0S","154.9W",42.2,20.7,0.53,42.2,20.7,"Estratosfera"
"389","2005-12-24 15:30:26","54.0S","17.3E",66,NA,0.51,66,16.7,"Mesosfera"
"390","2005-12-03 12:45:49","33.8S","117.4E",32.2,17,0.27,32.2,17,"Estratosfera"
"391","2005-12-01 10:40:20","6.4S","155.8W",NA,NA,0.11,42.5,11.4,"Estratosfera"
"392","2005-11-29 07:33:16","7.6N","58.2W",59.3,NA,0.11,59.3,11.4,"Mesosfera"
"393","2005-11-15 05:19:07","26.3N","113.4W",32.4,NA,0.089,32.4,11.4,"Estratosfera"
"394","2005-11-11 20:34:23","21.4N","134.1W",29.6,NA,0.14,29.6,15.9,"Estratosfera"
"395","2005-11-09 07:33:08","31.0S","145.9E",30.7,13.8,0.23,30.7,13.8,"Estratosfera"
"396","2005-11-02 07:04:32","33.9N","154.9W",68.5,NA,0.11,68.5,14.7,"Mesosfera"
"397","2005-11-02 05:16:47","22.9N","123.8W",74,NA,0.21,74,15.9,"Mesosfera"
"398","2005-10-26 21:30:47","36.3S","80.5W",16.7,NA,0.4,16.7,16.7,"Troposfera"
"399","2005-09-30 19:04:06","2.8S","84.1W",53,NA,0.079,53,16.7,"Mesosfera"
"400","2005-09-14 01:08:52","11.6N","27.3E",33.3,NA,0.089,33.3,14.7,"Estratosfera"
"401","2005-09-02 07:59:47","13.5N","73.1E",NA,NA,0.25,38,15.9,"Estratosfera"
"402","2005-08-20 12:10:24","","",NA,NA,0.095,42.5,14.6,"Estratosfera"
"403","2005-08-09 14:35:45","21.5S","56.2E",37,16.9,0.089,37,16.9,"Estratosfera"
"404","2005-07-01 22:36:15","49.8S","33.1E",50,NA,0.11,50,14.7,"Estratosfera"
"405","2005-06-18 19:40:41","47.9N","85.6E",NA,NA,0.082,42.5,14.7,"Estratosfera"
"406","2005-06-05 01:56:09","34.8N","90.9E",NA,NA,0.14,42.5,15.9,"Estratosfera"
"407","2005-06-03 08:15:41","31.0S","90.3W",29.6,26.2,0.25,29.6,26.2,"Estratosfera"
"408","2005-05-27 14:12:13","48.9S","145.1E",50.5,NA,0.073,50.5,16.7,"Mesosfera"
"409","2005-05-14 13:02:53","","",NA,NA,0.38,42.5,11.4,"Estratosfera"
"410","2005-05-07 09:31:44","75.8S","163.7E",15.2,16.6,0.092,15.2,16.6,"Troposfera"
"411","2005-05-02 20:10:36","17.7N","36.0E",NA,NA,0.15,33.3,15.9,"Estratosfera"
"412","2005-04-22 11:18:05","20.9N","36.7W",37,NA,0.079,37,11.4,"Estratosfera"
"413","2005-04-19 07:37:47","50.2S","146.4W",38.5,16.8,0.64,38.5,16.8,"Estratosfera"
"414","2005-04-16 10:40:38","","",NA,NA,0.073,38,14.6,"Estratosfera"
"415","2005-04-15 06:54:59","43.8S","73.9W",39,NA,0.076,39,16.7,"Estratosfera"
"416","2005-04-14 14:05:22","4.9N","176.0W",26.5,NA,0.22,26.5,15.9,"Estratosfera"
"417","2005-04-11 05:20:29","34.2S","95.7W",37,NA,0.32,37,15.9,"Estratosfera"
"418","2005-04-06 01:30:24","42.7S","154.6E",70,NA,0.1,70,16.7,"Mesosfera"
"419","2005-04-05 17:48:07","","",NA,NA,0.12,38,16.7,"Estratosfera"
"420","2005-04-03 01:45:29","1.0S","112.4E",59.2,NA,0.61,59.2,15.9,"Mesosfera"
"421","2005-04-02 22:52:25","14.1N","169.7E",27.2,NA,0.57,27.2,11.4,"Estratosfera"
"422","2005-03-31 22:15:55","42.8N","36.2W",NA,NA,0.13,42.5,15.9,"Estratosfera"
"423","2005-03-18 16:48:32","9.7S","34.7W",33,NA,0.095,33,11.4,"Estratosfera"
"424","2005-03-12 22:16:31","","",NA,NA,0.079,33.3,14.7,"Estratosfera"
"425","2005-03-09 15:47:36","21.4S","157.9W",44.4,NA,0.17,44.4,14.6,"Estratosfera"
"426","2005-03-09 12:49:08","14.3N","142.7E",30.7,NA,0.13,30.7,16.7,"Estratosfera"
"427","2005-03-06 17:32:51","","",NA,NA,0.18,20,11.4,"Estratosfera"
"428","2005-02-17 22:52:36","48.0N","161.5W",42.5,NA,0.3,42.5,11.4,"Estratosfera"
"429","2005-01-19 01:43:14","27.5S","164.9W",40.7,NA,0.41,40.7,14.6,"Estratosfera"
"430","2005-01-02 23:09:51","21.3S","154.7E",35.2,21.5,0.35,35.2,21.5,"Estratosfera"
"431","2005-01-01 03:44:09","32.7N","12.4E",31.8,NA,1.2,31.8,14.7,"Estratosfera"
"432","2004-12-29 07:11:45","8.5S","171.8E",NA,NA,0.28,64.5,16.7,"Mesosfera"
"433","2004-12-13 11:35:55","9.7S","155.3E",NA,NA,0.13,64.5,14.7,"Mesosfera"
"434","2004-12-11 15:36:51","36.0N","104.1E",NA,NA,0.1,20,11.4,"Estratosfera"
"435","2004-11-30 08:32:53","61.0N","171.0W",NA,NA,0.51,38,16.7,"Estratosfera"
"436","2004-11-17 03:13:04","","",NA,NA,0.52,20,14.6,"Estratosfera"
"437","2004-10-14 11:41:01","","",NA,NA,0.28,33.3,14.6,"Estratosfera"
"438","2004-10-10 11:05:28","","",NA,NA,0.1,64.5,15.9,"Mesosfera"
"439","2004-10-07 13:14:43","27.3S","71.5E",35,19.2,18,35,19.2,"Estratosfera"
"440","2004-10-04 04:39:52","3.7N","150.9W",NA,NA,0.22,42.5,16.7,"Estratosfera"
"441","2004-09-28 08:57:28","0.2N","101.1W",NA,NA,0.2,33.3,11.4,"Estratosfera"
"442","2004-09-03 12:07:22","67.7S","18.2E",31.5,NA,13,31.5,14.7,"Estratosfera"
"443","2004-08-22 10:01:33","51.9S","22.7E",37,NA,3.2,37,15.9,"Estratosfera"
"444","2004-07-29 12:41:45","","",NA,NA,0.089,20,15.9,"Estratosfera"
"445","2004-07-25 05:29:13","","",NA,NA,0.55,20,14.7,"Estratosfera"
"446","2004-07-22 03:34:31","","",NA,NA,0.12,42.5,11.4,"Estratosfera"
"447","2004-07-16 00:11:01","","",NA,NA,0.1,42.5,15.9,"Estratosfera"
"448","2004-07-04 16:58:04","","",NA,NA,0.25,38,14.7,"Estratosfera"
"449","2004-07-03 20:47:22","","",NA,NA,0.21,64.5,14.7,"Mesosfera"
"450","2004-06-12 07:13:56","21.7N","175.3E",NA,NA,0.31,33.3,14.7,"Estratosfera"
"451","2004-06-11 15:41:40","","",NA,NA,0.31,33.3,16.7,"Estratosfera"
"452","2004-06-05 20:34:10","1.3N","174.4W",43,19.5,3.9,43,19.5,"Estratosfera"
"453","2004-06-04 13:41:38","","",NA,NA,0.89,20,11.4,"Estratosfera"
"454","2004-06-03 21:59:15","","",NA,NA,0.16,20,14.7,"Estratosfera"
"455","2004-06-03 09:40:12","48.9N","120.4W",NA,NA,0.18,33.3,14.6,"Estratosfera"
"456","2004-05-18 11:12:12","28.1S","47.4W",NA,NA,1,38,14.6,"Estratosfera"
"457","2004-05-17 02:08:27","18.9S","28.3E",44,NA,0.18,44,15.9,"Estratosfera"
"458","2004-05-06 02:22:49","","",NA,NA,0.16,20,14.7,"Estratosfera"
"459","2004-04-23 00:33:41","","",NA,NA,0.18,64.5,14.6,"Mesosfera"
"460","2004-04-22 21:19:55","15.2S","55.1E",NA,NA,0.41,64.5,14.6,"Mesosfera"
"461","2004-04-22 04:21:49","44.3S","83.3E",29.6,16.3,1.5,29.6,16.3,"Estratosfera"
"462","2004-04-06 03:24:49","12.0S","162.8E",35,25.6,1.1,35,25.6,"Estratosfera"
"463","2004-03-26 16:35:45","7.6S","155.1E",46,NA,0.086,46,15.9,"Estratosfera"
"464","2004-03-25 09:39:26","4.8S","21.0E",NA,NA,0.076,64.5,16.7,"Mesosfera"
"465","2004-02-27 01:18:54","","",NA,NA,0.19,38,16.7,"Estratosfera"
"466","2004-02-02 18:52:20","18.3S","52.3E",NA,NA,0.1,64.5,16.7,"Mesosfera"
"467","2004-01-22 01:06:43","50.6S","157.8E",37,NA,0.64,37,14.7,"Estratosfera"
"468","2004-01-17 20:11:02","","",NA,NA,0.098,20,14.7,"Estratosfera"
"469","2004-01-16 11:17:06","","",NA,NA,0.3,42.5,16.7,"Estratosfera"
"470","2004-01-02 04:27:59","28.2S","3.2E",63,NA,0.39,63,16.7,"Mesosfera"
"471","2003-12-09 22:36:23","67.1S","90.8W",NA,NA,1.6,42.5,15.9,"Estratosfera"
"472","2003-11-26 02:00:04","22.9S","22.7E",32,NA,0.12,32,14.7,"Estratosfera"
"473","2003-11-10 13:54:06","64.5S","136.2E",23,20.1,1.3,23,20.1,"Estratosfera"
"474","2003-11-01 14:09:30","51.4S","151.7E",NA,NA,0.23,64.5,14.7,"Mesosfera"
"475","2003-10-16 00:47:28","","",NA,NA,0.77,42.5,11.4,"Estratosfera"
"476","2003-10-13 14:06:59","","",NA,NA,0.1,42.5,16.7,"Estratosfera"
"477","2003-10-07 00:23:56","","",NA,NA,0.13,42.5,11.4,"Estratosfera"
"478","2003-09-27 12:59:02","21.0N","86.6E",26,18.2,4.6,26,18.2,"Estratosfera"
"479","2003-09-22 03:45:43","","",NA,NA,0.11,42.5,16.7,"Estratosfera"
"480","2003-09-21 07:40:00","","",NA,NA,0.073,20,14.7,"Estratosfera"
"481","2003-09-20 19:04:01","","",NA,NA,0.1,64.5,11.4,"Mesosfera"
"482","2003-09-02 20:00:46","51.3N","161.0W",NA,NA,1,33.3,14.6,"Estratosfera"
"483","2003-08-26 22:08:45","","",NA,NA,0.23,42.5,14.6,"Estratosfera"
"484","2003-08-26 08:44:07","","",NA,NA,0.68,33.3,15.9,"Estratosfera"
"485","2003-08-17 13:16:07","39.0S","34.0E",NA,NA,1.6,42.5,16.7,"Estratosfera"
"486","2003-08-01 04:09:32","","",NA,NA,0.076,42.5,11.4,"Estratosfera"
"487","2003-07-21 05:11:28","","",NA,NA,0.19,42.5,14.7,"Estratosfera"
"488","2003-06-22 22:53:28","","",NA,NA,0.076,38,16.7,"Estratosfera"
"489","2003-06-21 14:49:57","","",NA,NA,0.13,64.5,15.9,"Mesosfera"
"490","2003-06-16 17:17:19","","",NA,NA,0.21,33.3,15.9,"Estratosfera"
"491","2003-06-10 14:11:07","41.8S","122.9E",NA,NA,0.11,20,16.7,"Estratosfera"
"492","2003-05-27 23:32:32","5.2N","166.2E",NA,NA,0.22,64.5,11.4,"Mesosfera"
"493","2003-05-19 03:38:12","","",NA,NA,1.3,64.5,16.7,"Mesosfera"
"494","2003-05-18 07:51:40","","",NA,NA,0.076,42.5,11.4,"Estratosfera"
"495","2003-05-15 06:28:32","54.0N","80.4W",NA,NA,0.14,42.5,14.6,"Estratosfera"
"496","2003-04-28 13:06:46","","",NA,NA,0.082,38,15.9,"Estratosfera"
"497","2003-04-13 17:58:41","14.8N","64.5E",17,NA,0.5,17,15.9,"Troposfera"
"498","2003-04-07 09:25:28","18.4S","162.6E",NA,NA,0.079,42.5,15.9,"Estratosfera"
"499","2003-04-01 04:40:55","","",NA,NA,0.11,64.5,14.6,"Mesosfera"
"500","2003-03-27 05:50:26","41.4N","87.7W",45,NA,0.41,45,11.4,"Estratosfera"
"501","2003-02-25 23:13:28","40.0N","116.0E",NA,NA,0.11,42.5,16.7,"Estratosfera"
"502","2003-02-12 23:45:57","","",NA,NA,0.25,42.5,14.6,"Estratosfera"
"503","2003-02-12 02:37:54","31.5S","107.5E",NA,NA,0.36,38,14.6,"Estratosfera"
"504","2003-02-06 17:00:19","62.9S","113.9W",NA,NA,0.55,20,14.7,"Estratosfera"
"505","2003-02-05 06:16:27","","",NA,NA,0.31,33.3,14.6,"Estratosfera"
"506","2003-02-04 14:07:08","59.9S","41.0E",NA,NA,0.4,20,14.7,"Estratosfera"
"507","2003-01-30 06:02:59","","",NA,NA,0.32,33.3,14.6,"Estratosfera"
"508","2002-11-28 15:41:53","","",NA,NA,0.15,42.5,14.7,"Estratosfera"
"509","2002-11-21 00:11:17","1.4S","154.0W",NA,NA,0.66,38,14.6,"Estratosfera"
"510","2002-11-12 21:49:56","21.1S","6.8W",NA,NA,0.14,20,14.6,"Estratosfera"
"511","2002-11-10 22:13:54","16.0N","166.0W",NA,NA,1.2,42.5,14.6,"Estratosfera"
"512","2002-10-09 12:00:35","4.3S","175.9W",NA,NA,0.16,64.5,14.7,"Mesosfera"
"513","2002-10-04 10:08:01","","",NA,NA,0.35,38,16.7,"Estratosfera"
"514","2002-09-24 16:48:57","57.9N","112.9E",NA,NA,2,38,11.4,"Estratosfera"
"515","2002-08-14 07:48:32","6.9S","126.2W",NA,NA,0.28,42.5,14.6,"Estratosfera"
"516","2002-08-11 20:42:53","18.2S","159.4E",NA,NA,3.3,33.3,11.4,"Estratosfera"
"517","2002-08-10 18:01:51","","",NA,NA,0.089,38,14.7,"Estratosfera"
"518","2002-07-25 15:57:32","28.7S","47.0E",NA,NA,0.63,64.5,16.7,"Mesosfera"
"519","2002-07-22 11:16:02","34.0N","106.1E",NA,NA,0.17,20,16.7,"Estratosfera"
"520","2002-06-29 16:31:55","","",NA,NA,0.46,64.5,11.4,"Mesosfera"
"521","2002-06-15 11:51:18","","",NA,NA,0.1,64.5,15.9,"Mesosfera"
"522","2002-06-13 15:29:38","24.9S","111.4E",NA,NA,0.54,64.5,15.9,"Mesosfera"
"523","2002-06-02 04:28:20","34.0N","21.0E",NA,NA,8.8,38,15.9,"Estratosfera"
"524","2002-04-03 19:10:21","5.3S","27.1E",NA,NA,0.51,64.5,15.9,"Mesosfera"
"525","2002-04-02 02:36:28","","",NA,NA,0.11,38,14.7,"Estratosfera"
"526","2002-03-28 21:29:56","","",NA,NA,0.095,64.5,14.7,"Mesosfera"
"527","2002-03-19 05:56:10","","",NA,NA,0.26,64.5,15.9,"Mesosfera"
"528","2002-03-19 02:56:52","","",NA,NA,0.17,64.5,11.4,"Mesosfera"
"529","2002-03-18 14:44:57","60.4S","120.5W",NA,NA,0.073,42.5,15.9,"Estratosfera"
"530","2002-03-09 01:20:24","6.9N","147.3W",NA,NA,0.68,33.3,16.7,"Estratosfera"
"531","2002-03-03 21:10:55","37.5N","154.0E",NA,NA,0.25,38,16.7,"Estratosfera"
"532","2002-03-01 03:53:59","29.2N","66.8W",NA,NA,0.13,42.5,15.9,"Estratosfera"
"533","2002-02-09 19:50:26","17.7S","138.7E",NA,NA,0.22,38,15.9,"Estratosfera"
